203.99.198.64 - - [04/Apr/2019:02:59:56 -0700] "GET /Datasets%20Description/PE_malware/Zeus.html HTTP/1.1" 200 1536 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.67 Safari/537.36" 
203.99.198.64 - - [04/Apr/2019:02:59:38 -0700] "GET /pe_static/zeus.zip HTTP/1.1" 200 51367055 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.67 Safari/537.36" 
89.101.143.62 - - [04/Apr/2019:03:11:37 -0700] "GET / HTTP/1.1" 200 12511 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" 
89.101.143.62 - - [04/Apr/2019:03:11:37 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7427 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" 
89.101.143.62 - - [04/Apr/2019:03:11:37 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27788 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" 
89.101.143.62 - - [04/Apr/2019:03:11:38 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 590 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; Trident/7.0; rv:11.0) like Gecko" 
40.77.167.134 - - [04/Apr/2019:03:12:33 -0700] "GET /Datasets%20Description/ HTTP/1.1" 200 577 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
91.98.190.17 - - [04/Apr/2019:03:14:57 -0700] "GET / HTTP/1.1" 200 12511 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:52.0) Gecko/20100101 Firefox/52.0" 
91.98.190.17 - - [04/Apr/2019:03:14:58 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 590 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:52.0) Gecko/20100101 Firefox/52.0" 
91.98.190.17 - - [04/Apr/2019:03:14:58 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27788 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:52.0) Gecko/20100101 Firefox/52.0" 
91.98.190.17 - - [04/Apr/2019:03:14:58 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7428 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:52.0) Gecko/20100101 Firefox/52.0" 
81.252.192.161 - - [04/Apr/2019:03:15:12 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 590 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0" 
81.252.192.161 - - [04/Apr/2019:03:15:30 -0700] "GET /honeypot/BSidesDFW%20-%202014.ipynb HTTP/1.1" 200 930836 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0" 
40.77.167.134 - - [04/Apr/2019:03:15:37 -0700] "GET /self.logs/access.log.2017-09-07.gz HTTP/1.1" 200 24725 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
81.252.192.161 - - [04/Apr/2019:03:16:29 -0700] "GET /honeypot/honeypot.json.zip HTTP/1.1" 200 4064698 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0" 
162.242.144.71 - - [04/Apr/2019:03:16:34 -0700] "GET /robots.txt HTTP/1.1" 301 446 "-" "Tornado-Async-Client" 
162.242.144.71 - - [04/Apr/2019:03:16:34 -0700] "GET /robots.txt HTTP/1.1" 304 130 "-" "Tornado-Async-Client" 
162.242.144.71 - - [04/Apr/2019:03:16:34 -0700] "GET /honeypot/BSidesDFW%20-%202014.ipynb HTTP/1.1" 301 484 "-" "Tornado-Async-Client" 
162.242.144.71 - - [04/Apr/2019:03:16:34 -0700] "GET /honeypot/BSidesDFW - 2014.ipynb HTTP/1.1" 404 303 "-" "Tornado-Async-Client" 
106.120.173.64 - - [04/Apr/2019:03:20:12 -0700] "GET /robots.txt HTTP/1.1" 200 252 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
106.120.173.64 - - [04/Apr/2019:03:20:24 -0700] "GET / HTTP/1.1" 200 12474 "-" "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)" 
3.8.198.179 - - [04/Apr/2019:03:21:52 -0700] "GET / HTTP/1.1" 200 12511 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36" 
14.192.214.173 - - [04/Apr/2019:03:27:42 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 590 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0" 
34.214.91.218 - - [04/Apr/2019:03:27:45 -0700] "GET / HTTP/1.1" 301 427 "-" "Go-http-client/1.1" 
14.192.214.173 - - [04/Apr/2019:03:27:45 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 590 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0" 
27.62.111.139 - - [04/Apr/2019:03:36:06 -0700] "GET / HTTP/1.1" 200 12511 "-" "Mozilla/5.0 (Linux; Android 8.1.0; Redmi 6 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36" 
27.62.111.139 - - [04/Apr/2019:03:36:07 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27787 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 8.1.0; Redmi 6 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36" 
27.62.111.139 - - [04/Apr/2019:03:36:07 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7428 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 8.1.0; Redmi 6 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36" 
27.62.111.139 - - [04/Apr/2019:03:36:15 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 590 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 8.1.0; Redmi 6 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36" 
27.62.111.139 - - [04/Apr/2019:03:36:27 -0700] "GET /Datasets%20Description/PE_malware/OPCleaver.html HTTP/1.1" 200 1352 "http://www.secrepo.com/" "Mozilla/5.0 (Linux; Android 8.1.0; Redmi 6 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36" 
27.62.111.139 - - [04/Apr/2019:03:36:27 -0700] "GET /favicon.ico HTTP/1.1" 200 267 "http://www.secrepo.com/Datasets%20Description/PE_malware/OPCleaver.html" "Mozilla/5.0 (Linux; Android 8.1.0; Redmi 6 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36" 
202.166.206.8 - - [04/Apr/2019:03:38:28 -0700] "GET / HTTP/1.1" 200 12511 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" 
202.166.206.8 - - [04/Apr/2019:03:38:30 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7428 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" 
202.166.206.8 - - [04/Apr/2019:03:38:30 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27787 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" 
202.166.206.8 - - [04/Apr/2019:03:38:34 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 590 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" 
91.228.167.88 - - [04/Apr/2019:03:45:34 -0700] "GET / HTTP/1.0" 200 46413 "https://socialmediascanner.eset.com" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.16 Safari/537.36" 
216.244.66.245 - - [04/Apr/2019:03:46:23 -0700] "GET /robots.txt HTTP/1.1" 200 233 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
41.223.160.131 - - [04/Apr/2019:03:47:42 -0700] "GET /tg/tg_snort_fast.7z HTTP/1.1" 304 131 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" 
113.171.224.176 - - [04/Apr/2019:03:48:44 -0700] "GET /honeypot/Honeypot%20-%20Howto.pdf HTTP/1.1" 200 61320 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" 
196.229.178.60 - - [04/Apr/2019:03:49:05 -0700] "GET /wp-login.php HTTP/1.1" 418 732 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" 
196.229.178.60 - - [04/Apr/2019:03:49:06 -0700] "GET / HTTP/1.1" 418 732 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" 
207.46.13.198 - - [04/Apr/2019:03:49:28 -0700] "GET /Datasets%20Description/PE_malware/Zeus.html HTTP/1.1" 200 1592 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
91.228.167.88 - - [04/Apr/2019:03:55:58 -0700] "GET / HTTP/1.0" 200 46413 "https://socialmediascanner.eset.com" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.16 Safari/537.36" 
106.9.153.195 - - [04/Apr/2019:04:06:16 -0700] "GET /admin/ckfinder/ckfinder.html HTTP/1.1" 404 295 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:16 -0700] "GET /ewebeditor/admin/login.asp HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:16 -0700] "GET /admin/ewebeditor/admin/login.php HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:16 -0700] "GET /editor/ewebeditor/admin/login.php HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:16 -0700] "GET /edit/admin/login.aspx HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /ewebeditor/admin/login.aspx HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /edit/admin/login.php HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /editor/ewebeditor/admin/login.asp HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /editor/ewebeditor/admin/login.aspx HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /webeditor/admin/login.php HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /webeditor/admin/login.aspx HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /webeditor/admin/login.asp HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /admin/edit/admin/login.aspx HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /admin/edit/admin/login.asp HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /admin/edit/admin/login.php HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /admin/webeditor/admin/login.php HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /admin/webeditor/admin/login.aspx HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:17 -0700] "GET /admin/webeditor/admin/login.asp HTTP/1.1" 404 239 "-" "-" 
106.9.153.195 - - [04/Apr/2019:04:06:20 -0700] "GET /edit/admin/login.asp HTTP/1.1" 404 239 "-" "-" 
223.166.21.231 - - [04/Apr/2019:04:08:29 -0700] "GET /favicon.ico HTTP/1.1" 200 268 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 SE 2.X MetaSr 1.0" 
189.18.30.185 - - [04/Apr/2019:04:11:20 -0700] "GET / HTTP/1.1" 200 12511 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" 
189.18.30.185 - - [04/Apr/2019:04:11:21 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27787 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" 
189.18.30.185 - - [04/Apr/2019:04:11:21 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7428 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" 
189.18.30.185 - - [04/Apr/2019:04:11:22 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 589 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" 
41.223.160.131 - - [04/Apr/2019:04:13:03 -0700] "GET /maccdc2012/dns.log.gz HTTP/1.1" 304 154 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" 
216.244.66.245 - - [04/Apr/2019:04:15:27 -0700] "GET /self.logs/access.log.2015-10-06.gz HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
216.244.66.245 - - [04/Apr/2019:04:15:28 -0700] "GET /self.logs/access.log.2015-10-20.gz HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
216.244.66.245 - - [04/Apr/2019:04:15:30 -0700] "GET /self.logs/access.log.2016-01-09.gz HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
216.244.66.245 - - [04/Apr/2019:04:15:32 -0700] "GET /self.logs/access.log.2016-02-28.gz HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
216.244.66.245 - - [04/Apr/2019:04:15:33 -0700] "GET /self.logs/access.log.2016-08-09.gz HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
216.244.66.245 - - [04/Apr/2019:04:15:35 -0700] "GET /self.logs/error.log.2016-06-12.gz HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
207.46.13.198 - - [04/Apr/2019:04:31:14 -0700] "GET /self.logs/access.log.2017-07-31.gz HTTP/1.1" 200 52295 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
216.244.66.245 - - [04/Apr/2019:04:33:47 -0700] "GET /robots.txt HTTP/1.1" 200 233 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
203.190.53.58 - - [04/Apr/2019:04:43:41 -0700] "GET /honeypot/Honeypot%20-%20Howto.pdf HTTP/1.1" 200 1279418 "http://www.secrepo.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.117 Safari/537.36" 
136.206.217.50 - - [04/Apr/2019:04:47:23 -0700] "GET / HTTP/1.1" 200 12511 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134" 
136.206.217.50 - - [04/Apr/2019:04:47:23 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27787 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134" 
136.206.217.50 - - [04/Apr/2019:04:47:23 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7428 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134" 
136.206.217.50 - - [04/Apr/2019:04:47:23 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 590 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134" 
113.171.224.176 - - [04/Apr/2019:04:52:19 -0700] "GET /honeypot/Honeypot%20-%20Howto.pdf HTTP/1.1" 200 61320 "-" "Mozilla/5.0 Gecko/20100115 Firefox/3.6" 
193.144.39.201 - - [04/Apr/2019:04:54:58 -0700] "GET / HTTP/1.1" 200 12511 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0" 
193.144.39.201 - - [04/Apr/2019:04:54:58 -0700] "GET /twitter-icon.png HTTP/1.1" 200 27787 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0" 
193.144.39.201 - - [04/Apr/2019:04:54:58 -0700] "GET /GitHub-Mark.png HTTP/1.1" 200 7428 "http://www.secrepo.com/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0" 
193.144.39.201 - - [04/Apr/2019:04:54:58 -0700] "GET /bootstrap/img/favicon.ico HTTP/1.1" 200 589 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0" 
54.36.149.56 - - [04/Apr/2019:04:57:32 -0700] "GET /robots.txt HTTP/1.1" 200 304 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" 
200.109.220.20 - - [04/Apr/2019:05:03:30 -0700] "GET /wp-login.php HTTP/1.1" 418 732 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1" 
216.244.66.245 - - [04/Apr/2019:05:03:56 -0700] "GET /self.logs/access.log.2015-01-31.gz HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
216.244.66.245 - - [04/Apr/2019:05:03:58 -0700] "GET /self.logs/access.log.2016-07-07.gz HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
216.244.66.245 - - [04/Apr/2019:05:04:00 -0700] "GET /self.logs/error.log.2015-07-21.gz HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
216.244.66.245 - - [04/Apr/2019:05:04:02 -0700] "GET /self.logs/error.log.2016-01-07.gz HTTP/1.1" 404 239 "-" "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)" 
91.228.167.88 - - [04/Apr/2019:05:04:05 -0700] "GET / HTTP/1.0" 200 46413 "https://socialmediascanner.eset.com" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.16 Safari/537.36" 
157.55.39.59 - - [04/Apr/2019:05:06:10 -0700] "GET /Datasets%20Description/Network/ssh.html HTTP/1.1" 200 1262 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 
100.27.37.89 - - [04/Apr/2019:05:09:36 -0700] "GET / HTTP/1.1" 301 446 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.134 Safari/537.36 http://notifyninja.com/monitoring" 
